# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 30 19:22:04 2019
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_orbtper:     Time of Periastron [days]
# COLUMN pl_orbtpererr1: Time of Periastron Upper Unc. [days]
# COLUMN pl_orbtpererr2: Time of Periastron Lower Unc. [days]
# COLUMN pl_orbtperlim:  Time of Periastron Limit Flag
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_massjerr1:   Planet Mass Upper Unc. [Jupiter mass]
# COLUMN pl_massjerr2:   Planet Mass Lower Unc. [Jupiter mass]
# COLUMN pl_massjlim:    Planet Mass Limit Flag
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN pl_msinijerr1:  Planet M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_msinijerr2:  Planet M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_msinijlim:   Planet M*sin(i) Limit Flag
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_tsystemref:  Time System Reference
# COLUMN pl_facility:    Discovery Facility
# COLUMN pl_mnum:        Number of Moons in System
#
pl_hostname,pl_letter,pl_name,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,pl_facility,pl_mnum
Kepler-372,d,Kepler-372 d,3,30.09256800,0.00068000,-0.00068000,0,0.201000,,,0,,,,,,,,,,,,,,0.151,0.065,-0.065,0,,,,,0,1,0,1,19h25m01.49s,291.256195,+49d15m32.2s,49.258953,1561.17,53.49,-53.49,0,1561.17,53.49,-53.49,0,6509.00,200.00,-200.00,0,,,,,1.14,0.49,-0.49,0,2014-05-14,,,,,,,,,,,,,0.3125000,0.0195000,-0.0195000,0,2454982.030830,0.014740,-0.014740,0,BJD,Kepler,0
Kepler-373,b,Kepler-373 b,2,5.53530900,0.00002900,-0.00002900,0,0.060000,,,0,,,,,,,,,,,,,,0.121,0.060,-0.060,0,,,,,0,1,0,1,19h17m33.12s,289.387993,+50d35m49.4s,50.597050,1125.74,23.80,-23.80,0,1125.74,23.80,-23.80,0,5787.00,200.00,-200.00,0,,,,,0.84,0.42,-0.42,0,2014-05-14,,,,,,,,,,,,,0.1193000,0.0056000,-0.0056000,0,2454965.760480,0.003180,-0.003180,0,BJD,Kepler,0
Kepler-373,c,Kepler-373 c,2,16.72594800,0.00022700,-0.00022700,0,0.126000,,,0,,,,,,,,,,,,,,0.111,0.055,-0.055,0,,,,,0,1,0,1,19h17m33.12s,289.387993,+50d35m49.4s,50.597050,1125.74,23.80,-23.80,0,1125.74,23.80,-23.80,0,5787.00,200.00,-200.00,0,,,,,0.84,0.42,-0.42,0,2014-05-14,,,,,,,,,,,,,0.1198000,0.0105000,-0.0105000,0,2454976.748680,0.006710,-0.006710,0,BJD,Kepler,0
Kepler-374,b,Kepler-374 b,3,1.89780600,0.00001100,-0.00001100,0,0.029000,,,0,,,,,,,,,,,,,,0.092,0.048,-0.048,0,,,,,0,1,0,1,19h36m33.10s,294.137930,+42d22m13.8s,42.370502,1312.67,37.17,-37.17,0,1312.67,37.17,-37.17,0,5977.00,200.00,-200.00,0,,,,,0.91,0.47,-0.47,0,2014-05-14,,,,,,,,,,,,,0.1100000,0.0044000,-0.0044000,0,2454965.678540,0.004070,-0.004070,0,BJD,Kepler,0
Kepler-374,c,Kepler-374 c,3,3.28280700,0.00002000,-0.00002000,0,0.042000,,,0,,,,,,,,,,,,,,0.098,0.051,-0.051,0,,,,,0,1,0,1,19h36m33.10s,294.137930,+42d22m13.8s,42.370502,1312.67,37.17,-37.17,0,1312.67,37.17,-37.17,0,5977.00,200.00,-200.00,0,,,,,0.91,0.47,-0.47,0,2014-05-14,,,,,,,,,,,,,0.1379000,0.0048000,-0.0048000,0,2454964.899720,0.003750,-0.003750,0,BJD,Kepler,0
Kepler-374,d,Kepler-374 d,3,5.02821900,0.00004000,-0.00004000,0,0.056000,,,0,,,,,,,,,,,,,,0.117,0.062,-0.062,0,,,,,0,1,0,1,19h36m33.10s,294.137930,+42d22m13.8s,42.370502,1312.67,37.17,-37.17,0,1312.67,37.17,-37.17,0,5977.00,200.00,-200.00,0,,,,,0.91,0.47,-0.47,0,2014-05-14,,,,,,,,,,,,,0.1433000,0.0054000,-0.0054000,0,2454967.107410,0.004470,-0.004470,0,BJD,Kepler,0
Kepler-375,b,Kepler-375 b,2,12.12593400,0.00020400,-0.00020400,0,0.101000,,,0,,,,,,,,,,,,,,0.129,0.045,-0.045,0,,,,,0,1,0,1,19h14m28.30s,288.617907,+48d05m54.3s,48.098416,1283.80,55.69,-55.69,0,1283.80,55.69,-55.69,0,5826.00,200.00,-200.00,0,,,,,0.84,0.29,-0.29,0,2014-05-14,,,,,,,,,,,,,0.1267000,0.0117000,-0.0117000,0,2454975.104450,0.006910,-0.006910,0,BJD,Kepler,0
Kepler-375,c,Kepler-375 c,2,19.98632600,0.00018400,-0.00018400,0,0.141000,,,0,,,,,,,,,,,,,,0.236,0.086,-0.086,0,,,,,0,1,0,1,19h14m28.30s,288.617907,+48d05m54.3s,48.098416,1283.80,55.69,-55.69,0,1283.80,55.69,-55.69,0,5826.00,200.00,-200.00,0,,,,,0.84,0.29,-0.29,0,2014-05-14,,,,,,,,,,,,,0.1587000,0.0057000,-0.0057000,0,2454968.523420,0.005450,-0.005450,0,BJD,Kepler,0
Kepler-376,b,Kepler-376 b,2,4.92019900,0.00007300,-0.00007300,0,0.057000,,,0,,,,,,,,,,,,,,0.095,0.020,-0.020,0,,,,,0,1,0,1,19h26m25.72s,291.607165,+38d24m37.4s,38.410386,948.06,16.94,-16.94,0,948.06,16.94,-16.94,0,5900.00,100.00,-100.00,0,,,,,1.18,0.23,-0.23,0,2014-05-14,,,,,,,,,,,,,0.1631000,0.0092000,-0.0092000,0,2454968.407940,0.007880,-0.007880,0,BJD,Kepler,0
Kepler-376,c,Kepler-376 c,2,14.17232700,0.00010800,-0.00010800,0,0.115000,,,0,,,,,,,,,,,,,,0.160,0.032,-0.032,0,,,,,0,1,0,1,19h26m25.72s,291.607165,+38d24m37.4s,38.410386,948.06,16.94,-16.94,0,948.06,16.94,-16.94,0,5900.00,100.00,-100.00,0,,,,,1.18,0.23,-0.23,0,2014-05-14,,,,,,,,,,,,,0.1087000,0.0051000,-0.0051000,0,2454975.597950,0.004440,-0.004440,0,BJD,Kepler,0
Kepler-377,b,Kepler-377 b,2,12.50952900,0.00025700,-0.00025700,0,0.109000,,,0,,,,,,,,,,,,,,0.124,0.024,-0.024,0,,,,,0,1,0,1,19h41m41.28s,295.422002,+38d44m08.5s,38.735691,843.65,12.90,-12.90,0,843.65,12.90,-12.90,0,5949.00,128.00,-128.00,0,,,,,1.22,0.23,-0.23,0,2014-05-14,,,,,,,,,,,,,0.1676000,0.0146000,-0.0146000,0,2454970.007580,0.013480,-0.013480,0,BJD,Kepler,0
Kepler-377,c,Kepler-377 c,2,27.01497600,0.00034700,-0.00034700,0,0.182000,,,0,,,,,,,,,,,,,,0.184,0.035,-0.035,0,,,,,0,1,0,1,19h41m41.28s,295.422002,+38d44m08.5s,38.735691,843.65,12.90,-12.90,0,843.65,12.90,-12.90,0,5949.00,128.00,-128.00,0,,,,,1.22,0.23,-0.23,0,2014-05-14,,,,,,,,,,,,,0.2407000,0.0084000,-0.0084000,0,2454965.508420,0.008370,-0.008370,0,BJD,Kepler,0
Kepler-378,b,Kepler-378 b,2,16.09236100,0.00007300,-0.00007300,0,0.112000,,,0,,,,,,,,,,,,,,0.067,0.013,-0.013,0,,,,,0,1,0,1,19h39m47.66s,294.948588,+46d26m19.1s,46.438641,152.77,0.43,-0.43,0,152.77,0.43,-0.43,0,4661.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,,,,,,,,,,,,,0.0807000,0.0038000,-0.0038000,0,2454975.513490,0.002960,-0.002960,0,BJD,Kepler,0
Kepler-378,c,Kepler-378 c,2,28.90600900,0.00021600,-0.00021600,0,0.166000,,,0,,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,0,1,0,1,19h39m47.66s,294.948588,+46d26m19.1s,46.438641,152.77,0.43,-0.43,0,152.77,0.43,-0.43,0,4661.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,,,,,,,,,,,,,0.1268000,0.0068000,-0.0068000,0,2454991.821720,0.004440,-0.004440,0,BJD,Kepler,0
Kepler-379,b,Kepler-379 b,2,20.09838000,0.00018000,-0.00018000,0,0.152000,,,0,,,,,,,,,,,,,,0.148,0.028,-0.028,0,,,,,0,1,0,1,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,747.00,7.45,-7.45,0,747.00,7.45,-7.45,0,6054.00,100.00,-100.00,0,,,,,1.31,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.2127000,0.0070000,-0.0070000,0,2455040.575900,0.005290,-0.005290,0,BJD,Kepler,0
Kepler-379,c,Kepler-379 c,2,62.78469700,0.00066100,-0.00066100,0,0.326000,,,0,,,,,,,,,,,,,,0.204,0.038,-0.038,0,,,,,0,1,0,1,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,747.00,7.45,-7.45,0,747.00,7.45,-7.45,0,6054.00,100.00,-100.00,0,,,,,1.31,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1949000,0.0068000,-0.0068000,0,2454990.303590,0.005440,-0.005440,0,BJD,Kepler,0
Kepler-38,b,Kepler-38 b,1,105.59900000,0.03800000,-0.05300000,0,0.463200,0.008200,-0.009200,0,0.032000,,,1,89.442,0.030,-0.026,0,0.38400,,,1,Mass,0.384,0.010,-0.010,0,,,,,0,1,0,0,19h07m19.28s,286.830353,+42d16m45.1s,42.279205,1215.78,21.46,-21.46,0,1215.78,21.46,-21.46,0,5623.00,50.00,-50.00,0,0.94,0.06,-0.06,0,1.75,0.03,-0.03,0,2014-05-14,,,,,0.38400,,,1,,,,,,,,,2454932.104000,0.044000,-0.022000,0,BJD-TDB,Kepler,0
Kepler-380,b,Kepler-380 b,2,3.93082100,0.00003800,-0.00003800,0,0.050000,,,0,,,,,,,,,,,,,,0.106,0.021,-0.021,0,,,,,0,1,0,1,18h49m34.71s,282.394616,+48d45m32.9s,48.759140,833.12,14.88,-14.88,0,833.12,14.88,-14.88,0,6045.00,147.00,-147.00,0,,,,,1.22,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1234000,0.0062000,-0.0062000,0,2454968.198960,0.006430,-0.006430,0,BJD,Kepler,0
Kepler-380,c,Kepler-380 c,2,7.63000400,0.00007300,-0.00007300,0,0.078000,,,0,,,,,,,,,,,,,,0.113,0.025,-0.025,0,,,,,0,1,0,1,18h49m34.71s,282.394616,+48d45m32.9s,48.759140,833.12,14.88,-14.88,0,833.12,14.88,-14.88,0,6045.00,147.00,-147.00,0,,,,,1.22,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1229000,0.0059000,-0.0059000,0,2454970.080710,0.005850,-0.005850,0,BJD,Kepler,0
Kepler-381,b,Kepler-381 b,2,5.62902100,0.00002800,-0.00002800,0,0.066000,,,0,,,,,,,,,,,,,,0.088,0.020,-0.020,0,,,,,0,1,0,1,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,269.39,1.71,-1.71,0,269.39,1.71,-1.71,0,6152.00,100.00,-100.00,0,,,,,1.57,0.35,-0.35,0,2014-05-14,,,,,,,,,,,,,0.1630000,0.0034000,-0.0034000,0,2454967.746160,0.002770,-0.002770,0,BJD,Kepler,0
Kepler-381,c,Kepler-381 c,2,13.39163500,0.00012900,-0.00012900,0,0.117000,,,0,,,,,,,,,,,,,,0.100,0.022,-0.022,0,,,,,0,1,0,1,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,269.39,1.71,-1.71,0,269.39,1.71,-1.71,0,6152.00,100.00,-100.00,0,,,,,1.57,0.35,-0.35,0,2014-05-14,,,,,,,,,,,,,0.1424000,0.0057000,-0.0057000,0,2454966.055060,0.004240,-0.004240,0,BJD,Kepler,0
Kepler-382,b,Kepler-382 b,2,5.26215500,0.00004700,-0.00004700,0,0.055000,,,0,,,,,,,,,,,,,,0.118,0.056,-0.056,0,,,,,0,1,0,1,19h56m32.68s,299.136166,+45d52m11.8s,45.869934,960.89,20.90,-20.90,0,960.89,20.90,-20.90,0,5600.00,200.00,-200.00,0,,,,,0.94,0.45,-0.45,0,2014-05-14,,,,,,,,,,,,,0.1345000,0.0061000,-0.0061000,0,2454969.367740,0.005730,-0.005730,0,BJD,Kepler,0
Kepler-382,c,Kepler-382 c,2,12.16270100,0.00010900,-0.00010900,0,0.097000,,,0,,,,,,,,,,,,,,0.142,0.069,-0.069,0,,,,,0,1,0,1,19h56m32.68s,299.136166,+45d52m11.8s,45.869934,960.89,20.90,-20.90,0,960.89,20.90,-20.90,0,5600.00,200.00,-200.00,0,,,,,0.94,0.45,-0.45,0,2014-05-14,,,,,,,,,,,,,0.0816000,0.0069000,-0.0069000,0,2454970.532670,0.004930,-0.004930,0,BJD,Kepler,0
Kepler-383,b,Kepler-383 b,2,12.90453200,0.00012100,-0.00012100,0,0.095000,,,0,,,,,,,,,,,,,,0.118,0.046,-0.046,0,,,,,0,1,0,1,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,470.00,22.93,-28.59,0,,,,,4710.00,200.00,-200.00,0,,,,,0.67,0.27,-0.27,0,2014-05-14,,,,,,,,,,,,,0.1384000,0.0066000,-0.0066000,0,2454977.319850,0.005570,-0.005570,0,BJD,Kepler,0
Kepler-383,c,Kepler-383 c,2,31.20075100,0.00035400,-0.00035400,0,0.172000,,,0,,,,,,,,,,,,,,0.111,0.044,-0.044,0,,,,,0,1,0,1,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,470.00,22.93,-28.59,0,,,,,4710.00,200.00,-200.00,0,,,,,0.67,0.27,-0.27,0,2014-05-14,,,,,,,,,,,,,0.1549000,0.0081000,-0.0081000,0,2454973.075680,0.007100,-0.007100,0,BJD,Kepler,0
Kepler-384,b,Kepler-384 b,2,22.59705300,0.00024300,-0.00024300,0,0.148000,,,0,,,,,,,,,,,,,,0.100,0.029,-0.029,0,,,,,0,1,0,1,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,919.44,11.10,-11.10,0,919.44,11.10,-11.10,0,5577.00,145.00,-145.00,0,,,,,0.88,0.25,-0.25,0,2014-05-14,,,,,,,,,,,,,0.2513000,0.0072000,-0.0072000,0,2454973.419900,0.007480,-0.007480,0,BJD,Kepler,0
Kepler-384,c,Kepler-384 c,2,45.34826900,0.00077900,-0.00077900,0,0.236000,,,0,,,,,,,,,,,,,,0.101,0.029,-0.029,0,,,,,0,1,0,1,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,919.44,11.10,-11.10,0,919.44,11.10,-11.10,0,5577.00,145.00,-145.00,0,,,,,0.88,0.25,-0.25,0,2014-05-14,,,,,,,,,,,,,0.1940000,0.0106000,-0.0106000,0,2454975.250800,0.009070,-0.009070,0,BJD,Kepler,0
Kepler-385,b,Kepler-385 b,2,10.04368600,0.00012800,-0.00012800,0,0.097000,,,0,,,,,,,,,,,,,,0.244,0.123,-0.123,0,,,,,0,1,0,1,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,1493.94,49.82,-49.82,0,1493.94,49.82,-49.82,0,6326.00,250.00,-250.00,0,,,,,1.13,0.56,-0.56,0,2014-05-14,,,,,,,,,,,,,0.1915000,0.0068000,-0.0068000,0,2455186.625030,0.005310,-0.005310,0,BJD,Kepler,0
Kepler-385,c,Kepler-385 c,2,15.16316100,0.00026900,-0.00026900,0,0.127000,,,0,,,,,,,,,,,,,,0.271,0.139,-0.139,0,,,,,0,1,0,1,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,1493.94,49.82,-49.82,0,1493.94,49.82,-49.82,0,6326.00,250.00,-250.00,0,,,,,1.13,0.56,-0.56,0,2014-05-14,,,,,,,,,,,,,0.2835000,0.0068000,-0.0068000,0,2454977.457410,0.010900,-0.010900,0,BJD,Kepler,0
Kepler-386,b,Kepler-386 b,2,12.31043000,0.00021800,-0.00021800,0,0.096000,,,0,,,,,,,,,,,,,,0.124,0.073,-0.073,0,,,,,0,1,0,1,19h19m26.13s,289.858871,+48d41m37.9s,48.693855,904.74,29.69,-29.69,0,904.74,29.69,-29.69,0,5178.00,200.00,-200.00,0,,,,,0.77,0.43,-0.43,0,2014-05-14,,,,,,,,,,,,,0.1641000,0.0091000,-0.0091000,0,2454974.863050,0.010480,-0.010480,0,BJD,Kepler,0
Kepler-386,c,Kepler-386 c,2,25.19345800,0.00034200,-0.00034200,0,0.155000,,,0,,,,,,,,,,,,,,0.141,0.079,-0.079,0,,,,,0,1,0,1,19h19m26.13s,289.858871,+48d41m37.9s,48.693855,904.74,29.69,-29.69,0,904.74,29.69,-29.69,0,5178.00,200.00,-200.00,0,,,,,0.77,0.43,-0.43,0,2014-05-14,,,,,,,,,,,,,0.1931000,0.0090000,-0.0090000,0,2454979.432090,0.008200,-0.008200,0,BJD,Kepler,0
Kepler-387,b,Kepler-387 b,2,6.79163600,0.00009400,-0.00009400,0,0.068000,,,0,,,,,,,,,,,,,,0.092,0.021,-0.021,0,,,,,0,1,0,1,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,819.95,11.21,-11.21,0,819.95,11.21,-11.21,0,5774.00,154.00,-154.00,0,,,,,1.05,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1332000,0.0096000,-0.0096000,0,2454969.487300,0.008170,-0.008170,0,BJD,Kepler,0
Kepler-387,c,Kepler-387 c,2,11.83754900,0.00032900,-0.00032900,0,0.098000,,,0,,,,,,,,,,,,,,0.079,0.020,-0.020,0,,,,,0,1,0,1,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,819.95,11.21,-11.21,0,819.95,11.21,-11.21,0,5774.00,154.00,-154.00,0,,,,,1.05,0.24,-0.24,0,2014-05-14,,,,,,,,,,,,,0.1357000,0.0180000,-0.0180000,0,2454975.212100,0.016770,-0.016770,0,BJD,Kepler,0
Kepler-388,b,Kepler-388 b,2,3.17331500,0.00001800,-0.00001800,0,0.036000,,,0,,,,,,,,,,,,,,0.072,0.009,-0.009,0,,,,,0,1,0,1,18h59m18.73s,284.828038,+44d36m31.4s,44.608730,611.32,65.09,-65.09,0,611.32,65.09,-65.09,0,4498.00,200.00,-200.00,0,,,,,0.59,0.07,-0.07,0,2014-05-14,,,,,,,,,,,,,0.0851000,0.0047000,-0.0047000,0,2454966.699650,0.003500,-0.003500,0,BJD,Kepler,0
Kepler-388,c,Kepler-388 c,2,13.29700400,0.00018500,-0.00018500,0,0.093000,,,0,,,,,,,,,,,,,,0.077,0.010,-0.010,0,,,,,0,1,0,1,18h59m18.73s,284.828038,+44d36m31.4s,44.608730,611.32,65.09,-65.09,0,611.32,65.09,-65.09,0,4498.00,200.00,-200.00,0,,,,,0.59,0.07,-0.07,0,2014-05-14,,,,,,,,,,,,,0.1365000,0.0080000,-0.0080000,0,2454973.947880,0.005590,-0.005590,0,BJD,Kepler,0
Kepler-389,b,Kepler-389 b,2,3.24410700,0.00003000,-0.00003000,0,0.041000,,,0,,,,,,,,,,,,,,0.135,0.069,-0.069,0,,,,,0,1,0,1,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,835.65,22.57,-22.57,0,835.65,22.57,-22.57,0,5376.00,250.00,-250.00,0,,,,,0.79,0.40,-0.40,0,2014-05-14,,,,,,,,,,,,,0.0873000,0.0055000,-0.0055000,0,2454965.944080,0.006420,-0.006420,0,BJD,Kepler,0
Kepler-389,c,Kepler-389 c,2,14.51143000,0.00030500,-0.00030500,0,0.110000,,,0,,,,,,,,,,,,,,0.130,0.067,-0.067,0,,,,,0,1,0,1,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,835.65,22.57,-22.57,0,835.65,22.57,-22.57,0,5376.00,250.00,-250.00,0,,,,,0.79,0.40,-0.40,0,2014-05-14,,,,,,,,,,,,,0.1236000,0.0113000,-0.0113000,0,2454976.860260,0.013410,-0.013410,0,BJD,Kepler,0
Kepler-39,b,Kepler-39 b,1,21.08721000,0.00003700,-0.00003700,0,0.164000,0.003000,-0.003000,0,0.112000,0.057000,-0.057000,0,89.070,0.220,-0.220,0,20.10000,1.30000,-1.30000,0,Mass,1.240,0.090,-0.100,0,13.00000,3.00000,-2.20000,0,1,1,0,1,19h47m50.46s,296.960265,+46d02m03.5s,46.034298,1090.44,19.45,-19.45,0,1090.44,19.45,-19.45,0,6350.00,100.00,-100.00,0,1.29,0.06,-0.07,0,1.40,0.10,-0.10,0,2015-01-29,,,,,20.10000,1.30000,-1.30000,0,,,,,0.2483000,0.0008000,-0.0008000,0,2455942.607080,0.000240,-0.000240,0,BJD-TDB,Kepler,0
Kepler-390,b,Kepler-390 b,2,6.73808800,0.00006700,-0.00006700,0,0.065000,,,0,,,,,,,,,,,,,,0.073,0.006,-0.006,0,,,,,0,1,0,1,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,440.79,3.79,-3.79,0,440.79,3.79,-3.79,0,5166.00,100.00,-100.00,0,,,,,0.78,0.05,-0.05,0,2014-05-14,,,,,,,,,,,,,0.0990000,0.0078000,-0.0078000,0,2454966.322690,0.006340,-0.006340,0,BJD,Kepler,0
Kepler-390,c,Kepler-390 c,2,13.06002200,0.00025700,-0.00025700,0,0.101000,,,0,,,,,,,,,,,,,,0.070,0.007,-0.007,0,,,,,0,1,0,1,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,440.79,3.79,-3.79,0,440.79,3.79,-3.79,0,5166.00,100.00,-100.00,0,,,,,0.78,0.05,-0.05,0,2014-05-14,,,,,,,,,,,,,0.1110000,0.0153000,-0.0153000,0,2454977.331210,0.009690,-0.009690,0,BJD,Kepler,0
Kepler-391,b,Kepler-391 b,2,7.41675500,0.00012900,-0.00012900,0,0.082000,,,0,,,,,,,,,,,,,,0.285,0.070,-0.070,0,,,,,0,1,0,1,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,891.53,13.32,-13.32,0,891.53,13.32,-13.32,0,4940.00,100.00,-100.00,0,,,,,3.57,0.85,-0.85,0,2014-05-14,,,,,,,,,,,,,0.2847000,0.0100000,-0.0100000,0,2454970.958890,0.011720,-0.011720,0,BJD,Kepler,0
